labeled set size,Dataset,Initialization Method,Transfer Learning Dataset,AL Runs,Sampling Size,Attribute Summarizer,Attribute Comparator,Embeddings,Epochs,Batch Size,LR Decay,Data Augmentation,High.Conf.LS,DA Threshold,Run 1: f1,Run 1: precision,Run 1: recall,Run 1: pos_neg_ratio,Run 2: f1,Run 2: precision,Run 2: recall,Run 2: pos_neg_ratio,Run 3: f1,Run 3: precision,Run 3: recall,Run 3: pos_neg_ratio,F1 Mean,F1 Std,Precision Mean,Precision Std,Recall Mean,Recall Std
220,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.696,0.606,0.817,1,0.665,0.65,0.68,1,0.68,0.784,0.601,2,0.68,0.016,0.68,0.093,0.699,0.109
240,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.71,0.609,0.849,1,0.663,0.696,0.633,1,0.707,0.708,0.706,2,0.693,0.026,0.671,0.054,0.729,0.11
260,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.756,0.71,0.809,1,0.697,0.741,0.658,1,0.706,0.707,0.706,2,0.72,0.032,0.719,0.019,0.724,0.077
280,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.734,0.672,0.809,2,0.75,0.81,0.699,1,0.724,0.656,0.809,2,0.736,0.013,0.713,0.085,0.772,0.064
300,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.709,0.59,0.89,2,0.74,0.745,0.736,1,0.742,0.668,0.834,2,0.73,0.019,0.668,0.078,0.82,0.078
320,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.756,0.686,0.843,2,0.778,0.747,0.812,1,0.746,0.674,0.834,2,0.76,0.016,0.702,0.039,0.83,0.016
340,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.777,0.714,0.851,2,0.763,0.834,0.704,1,0.769,0.695,0.86,2,0.77,0.007,0.748,0.075,0.805,0.088
360,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.789,0.837,0.746,2,0.767,0.814,0.726,1,0.735,0.662,0.827,2,0.764,0.027,0.771,0.095,0.766,0.053
380,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.834,0.814,0.856,2,0.756,0.81,0.709,1,0.771,0.759,0.783,2,0.787,0.041,0.794,0.031,0.783,0.074
400,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.826,0.788,0.868,2,0.826,0.828,0.824,1,0.816,0.847,0.787,2,0.823,0.006,0.821,0.03,0.826,0.041
420,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.83,0.778,0.89,2,0.824,0.819,0.829,1,0.799,0.731,0.88,2,0.818,0.016,0.776,0.044,0.866,0.033
440,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.815,0.88,0.758,2,0.808,0.725,0.912,1,0.806,0.786,0.827,2,0.81,0.005,0.797,0.078,0.832,0.077
460,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.81,0.758,0.87,2,0.841,0.775,0.919,1,0.815,0.796,0.834,2,0.822,0.017,0.776,0.019,0.874,0.043
480,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.833,0.796,0.873,2,0.831,0.783,0.885,1,0.79,0.741,0.844,2,0.818,0.024,0.773,0.029,0.867,0.021
500,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.828,0.841,0.816,2,0.845,0.917,0.783,1,0.847,0.846,0.848,2,0.84,0.01,0.868,0.043,0.816,0.033
520,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.87,0.851,0.89,2,0.855,0.819,0.895,1,0.856,0.861,0.851,2,0.86,0.008,0.844,0.022,0.879,0.024
540,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.849,0.919,0.788,2,0.862,0.868,0.856,1,0.856,0.837,0.876,2,0.856,0.007,0.875,0.041,0.84,0.046
560,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.856,0.834,0.878,2,0.875,0.886,0.865,1,0.851,0.864,0.838,2,0.861,0.013,0.861,0.026,0.86,0.02
580,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.86,0.875,0.844,2,0.863,0.838,0.89,1,0.871,0.86,0.883,2,0.865,0.006,0.858,0.019,0.872,0.025
600,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.862,0.848,0.876,2,0.882,0.891,0.873,1,0.87,0.914,0.829,2,0.871,0.01,0.884,0.034,0.859,0.026
620,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.871,0.855,0.888,2,0.88,0.892,0.868,1,0.875,0.907,0.844,2,0.875,0.005,0.885,0.027,0.867,0.022
640,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.857,0.823,0.895,2,0.89,0.855,0.927,1,0.853,0.81,0.902,2,0.867,0.02,0.829,0.023,0.908,0.017
660,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.883,0.88,0.885,2,0.889,0.89,0.888,1,0.862,0.836,0.89,2,0.878,0.014,0.869,0.029,0.888,0.003
680,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.891,0.873,0.91,2,0.894,0.915,0.873,1,0.88,0.884,0.876,2,0.888,0.007,0.891,0.022,0.886,0.021
700,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.885,0.914,0.858,1,0.885,0.926,0.848,1,0.879,0.842,0.919,2,0.883,0.003,0.894,0.045,0.875,0.038
720,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.919,0.956,0.885,1,0.893,0.905,0.882,1,0.882,0.889,0.876,2,0.898,0.019,0.917,0.035,0.881,0.005
740,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.906,0.899,0.914,1,0.895,0.877,0.914,1,0.896,0.886,0.907,2,0.899,0.006,0.887,0.011,0.912,0.004
760,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.917,0.951,0.885,1,0.898,0.89,0.905,1,0.879,0.858,0.9,2,0.898,0.019,0.9,0.047,0.897,0.01
780,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.903,0.908,0.898,1,0.892,0.857,0.931,1,0.896,0.887,0.905,2,0.897,0.006,0.884,0.026,0.911,0.017
800,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.899,0.887,0.912,1,0.902,0.894,0.91,1,0.895,0.867,0.926,2,0.899,0.004,0.883,0.014,0.916,0.009
820,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.925,0.934,0.915,1,0.903,0.88,0.927,1,0.902,0.905,0.9,2,0.91,0.013,0.906,0.027,0.914,0.014
840,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.914,0.907,0.92,1,0.923,0.895,0.953,1,0.896,0.881,0.912,2,0.911,0.014,0.894,0.013,0.928,0.022
860,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.907,0.895,0.92,1,0.915,0.924,0.907,1,0.886,0.884,0.888,2,0.903,0.015,0.901,0.021,0.905,0.016
880,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.923,0.911,0.936,1,0.903,0.903,0.902,1,0.903,0.89,0.917,2,0.91,0.012,0.901,0.011,0.918,0.017
900,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.928,0.916,0.941,1,0.91,0.889,0.932,1,0.904,0.875,0.936,2,0.914,0.012,0.893,0.021,0.936,0.005
920,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.917,0.887,0.948,1,0.887,0.902,0.873,1,0.904,0.899,0.909,2,0.903,0.015,0.896,0.008,0.91,0.038
940,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.929,0.941,0.917,1,0.918,0.889,0.949,1,0.894,0.865,0.924,2,0.914,0.018,0.898,0.039,0.93,0.017
960,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.925,0.917,0.934,1,0.917,0.916,0.919,1,0.904,0.872,0.937,2,0.915,0.011,0.902,0.026,0.93,0.01
980,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.93,0.932,0.927,1,0.909,0.902,0.917,1,0.91,0.893,0.927,2,0.916,0.012,0.909,0.02,0.924,0.006
1000,dbpedia_viaf,Transfer Learning,dbpedia_dnb,50,20,rnn,abs-diff,fasttext.en.bin,20,20,0.8,False,False,0,0.92,0.931,0.91,1,0.921,0.915,0.927,1,0.896,0.876,0.917,2,0.912,0.014,0.907,0.028,0.918,0.009
